Brand,Name,Price,Original Price,Discount,Product Link,Primary Image,Hover Image,SKU,Quality,Description,Details,Condition,Primary Image Local Path,Hover Image Local Path
TORY BURCH,Kira Chevron Convertible Shoulder Bag Devon Sand,IDR 6.800.000,,No discount,https://www.banananina.co.id/bags/shoulder-bags/kira-chevron-convertible-shoulder-bag-devon-sand-132049.html,https://media.banananina.id/catalog/product/0/1/01085372_d.jpg?v=e907b27e19cc855a66e4617121aaa1d4&updated=2024-12-06 12:47:31,https://media.banananina.id/catalog/product/0/1/01085372_m.jpg?v=e907b27e19cc855a66e4617121aaa1d4&updated=2024-12-06 12:47:31,kira-chevron-convertible-shoulder-bag-devon-sand-132049,BRAND NEW,"The Kira Convertible Shoulder Bag is made of soft chevron-quilted leather with beveled Double T hardware. An adjustable chain strap adapts in the moment doubled over the shoulder, or long and crossbody.",Made in Vietnam | Style Number 58465 | Gold tone hardware | Leather material | Magnetic snap closure | Adjustable metal chain strap with 50 cm drop | Leather shoulder guard for comfort. | 2 interior zipper pockets | May be carried as a shoulder bag or crossbody | Rolled Brass Hardware,New With Tag,images\shoulder\primary\Kira Chevron Convertible Shoulder Bag Devon Sand_primary.jpg,images\shoulder\hover\Kira Chevron Convertible Shoulder Bag Devon Sand_hover.jpg
TORY BURCH,Kira Chevron Convertible Shoulder Bag Meadowsweet,IDR 6.800.000,,No discount,https://www.banananina.co.id/bags/shoulder-bags/kira-chevron-convertible-shoulder-bag-meadowsweet-132048.html,https://media.banananina.id/catalog/product/0/0/00908785_i.jpg?v=e907b27e19cc855a66e4617121aaa1d4&updated=2024-12-06 12:47:31,https://media.banananina.id/catalog/product/0/0/00908785_i.jpg?v=e907b27e19cc855a66e4617121aaa1d4&updated=2024-12-06 12:47:31,kira-chevron-convertible-shoulder-bag-meadowsweet-132048,BRAND NEW,"The Kira Convertible Shoulder Bag is made of soft chevron-quilted leather with beveled Double T hardware. An adjustable chain strap adapts in the moment doubled over the shoulder, or long and crossbody.",Made in Vietnam | Style Number : 58465 687 687 | Rolled Brass Hardware | Magnetic Snap Closure | Fabric Lining | Two Card Slots | Two Zip Pockets | Adjustable Metal Chain Strap,New With Tag,images\shoulder\primary\Kira Chevron Convertible Shoulder Bag Meadowsweet_primary.jpg,images\shoulder\hover\Kira Chevron Convertible Shoulder Bag Meadowsweet_hover.jpg
KATE SPADE,Kayla Small Convertible Shoulder Bag Dark Raspberry,IDR 2.700.000,,No discount,https://www.banananina.co.id/kayla-small-convertible-shoulder-bag-dark-raspberry.html,https://media.banananina.id/catalog/product/0/1/01112198_d.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,https://media.banananina.id/catalog/product/0/1/01112198_m.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,kayla-small-convertible-shoulder-bag-dark-raspberry,BRAND NEW,"Made of pebble leather. The bag features a zip closure that opens to two way script logo lining with interior one zip pocket, one slip pocket.",Made in cambodia | Style number KI904 | Gold tone hardware | Pebble leather | Zip closure | Two way script logo lining | Interior 1 zip pocket | Interior 1 slip pocket | Adjustable and removable long strap | Removable shoulder strap,New With Tag,images\shoulder\primary\Kayla Small Convertible Shoulder Bag Dark Raspberry_primary.jpg,images\shoulder\hover\Kayla Small Convertible Shoulder Bag Dark Raspberry_hover.jpg
KATE SPADE,Kayla Small Convertible Shoulder Bag Warm Gingerbread,IDR 2.700.000,,No discount,https://www.banananina.co.id/kayla-small-convertible-shoulder-bag-warm-gingerbread.html,https://media.banananina.id/catalog/product/0/1/01112181_d.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,https://media.banananina.id/catalog/product/0/1/01112181_m.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,kayla-small-convertible-shoulder-bag-warm-gingerbread,BRAND NEW,"Made of pebble leather. The bag features a zip closure that opens to two way script logo lining with interior one zip pocket, one slip pocket.",Made in cambodia | Style number KI904 | Gold tone hardware | Pebble leather | Zip closure | Two way script logo lining | Interior 1 zip pocket | Interior 1 slip pocket | Adjustable and removable long strap | Removable shoulder strap,New With Tag,images\shoulder\primary\Kayla Small Convertible Shoulder Bag Warm Gingerbread_primary.jpg,images\shoulder\hover\Kayla Small Convertible Shoulder Bag Warm Gingerbread_hover.jpg
MICHAEL KORS,Signature Jet Set Travel Large Chain Shoulder Tote Brown,IDR 2.500.000,,No discount,https://www.banananina.co.id/bags/shoulder-bags/signature-jet-set-travel-large-chain-shoulder-tote-brown-132026.html,https://media.banananina.id/catalog/product/0/1/01017235_d.jpg?v=fa6429d98e3956dba767f36025046054&updated=2024-12-06 12:47:15,https://media.banananina.id/catalog/product/0/1/01017235_m.jpg?v=fa6429d98e3956dba767f36025046054&updated=2024-12-06 12:47:15,signature-jet-set-travel-large-chain-shoulder-tote-brown-132026,BRAND NEW,"Crafted of signature coated canvas with saffiano trim. The bag features double chain handles, a zip closure, a logo polyester lining with a zip pocket. It also has two exterior side pockets.",Made in Cambodia | Serial Number 35S4GTVT3B | Gold Tone Hardware | Zip Closure | Polyester Lining | 1 Zip Pocket | 2 Side Pockets | Michael Kors Metal Logo,New With Tag,images\shoulder\primary\Signature Jet Set Travel Large Chain Shoulder Tote Brown_primary.jpg,images\shoulder\hover\Signature Jet Set Travel Large Chain Shoulder Tote Brown_hover.jpg
TORY BURCH,Fleming Small Convertible Shoulder Bag Cloud Blue,IDR 6.000.000,,No discount,https://www.banananina.co.id/fleming-small-convertible-shoulder-bag-cloud-blue.html,https://media.banananina.id/catalog/product/0/1/01111761_d.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,https://media.banananina.id/catalog/product/0/1/01111761_s.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,fleming-small-convertible-shoulder-bag-cloud-blue,BRAND NEW,"Crafted of quilted leather. The bag features a magnetic flap closure that opens to fabric lining with interior one zip pocket, two slip pockets and exterior one slip pocket at back.",Made in China | Serial number 75576 0523 023 | Silver-tone hardware | Quilted leather | Magnetic flap closure | Fabric lining | Interior 1 zip pocket | Interior 2 slip pockets | Exterior 1 slip pocket at back | Tassel hanging tag | Adjustable long strap,New With Tag,images\shoulder\primary\Fleming Small Convertible Shoulder Bag Cloud Blue_primary.jpg,images\shoulder\hover\Fleming Small Convertible Shoulder Bag Cloud Blue_hover.jpg
COACH,CM556 Signature Patent Tabby 20 Shoulder Bag Chalk,IDR 5.300.000,,No discount,https://www.banananina.co.id/cm556-signature-patent-tabby-20-shoulder-bag-chalk.html,https://media.banananina.id/catalog/product/0/1/01111754_d.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,https://media.banananina.id/catalog/product/0/1/01111754_s.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,cm556-signature-patent-tabby-20-shoulder-bag-chalk,BRAND NEW,"Made of signature patent leather. The bag features a magnetic button closure that opens to suede lining with interior middle zip pocket, one slip pocket at front and exterior one slip pocket at back.",Made in cambodia | Style number CM556 | Old brass english tone hardware | Signature patent leather | Magnetic button clousre | Suede lining | Interior middle zip pocket | Interior 1 slip pocket at front | Exterior 1 slip pocket at back | Adjustable and removable long strap | Removable shoulder strap,New With Tag,images\shoulder\primary\CM556 Signature Patent Tabby 20 Shoulder Bag Chalk_primary.jpg,images\shoulder\hover\CM556 Signature Patent Tabby 20 Shoulder Bag Chalk_hover.jpg
COACH,X Disney CM858 Leather Teri Shoulder Bag Light Blush Multi,IDR 3.300.000,,No discount,https://www.banananina.co.id/bags/shoulder-bags/x-disney-cm858-leather-teri-shoulder-bag-light-blush-multi-131959.html,https://media.banananina.id/catalog/product/0/0/001014341_d.jpg?v=ce607825c20f0fa781234ac8c8485c45&updated=2024-12-06 02:31:41,https://media.banananina.id/catalog/product/0/1/01014341_m.jpg?v=ce607825c20f0fa781234ac8c8485c45&updated=2024-12-06 02:31:41,x-disney-cm858-leather-teri-shoulder-bag-light-blush-multi-131959,BRAND NEW,"Made of pebbled leather. The bag features a zip closure that opens to fabric lining with two card slots, one slip pocket, removable shoulder strap, adjustable/removable long strap.",Made In Vietnam | Serial Number : CM858 | Old-Brass Hardware | Zip Closure | Fabric Lining | Two Card Slots | One Slip Pocket | Removable Shoulder Strap | Adjustable/Removable Long Strap | Coach Metal Logo Lettering,New With Tag | Completeness: Long Strap,images\shoulder\primary\X Disney CM858 Leather Teri Shoulder Bag Light Blush Multi_primary.jpg,images\shoulder\hover\X Disney CM858 Leather Teri Shoulder Bag Light Blush Multi_hover.jpg
COACH,CJ864 Mara Hobo Light Raspberry Multi,IDR 3.150.000,,No discount,https://www.banananina.co.id/bags/shoulder-bags/cj864-mara-hobo-light-raspberry-multi.html,https://media.banananina.id/catalog/product/0/0/00997761_d.jpg?v=8d4a964d1e420c1745391db52ad287cb&updated=2024-12-05 09:57:48,https://media.banananina.id/catalog/product/0/0/00997761_m.jpg?v=8d4a964d1e420c1745391db52ad287cb&updated=2024-12-05 09:57:48,cj864-mara-hobo-light-raspberry-multi,BRAND NEW,"Made of pebble leather. The bag features a zip closure that opens to fabric lining with interior one zip pocket, two slip pockets and exterior one zip pocket at back.",Made in Vietnam | Style number CJ864 | Silver tone hardware | Pebble leather | Zip closure | Fabric lining | Interior 1 zip pocket | Interior 2 slip pockets | Exterior 1 zip pocket at back | Adjustable and removable long strap | Coach metal logo lettering,New With Tag | Completeness: Long Strap,images\shoulder\primary\CJ864 Mara Hobo Light Raspberry Multi_primary.jpg,images\shoulder\hover\CJ864 Mara Hobo Light Raspberry Multi_hover.jpg
COACH,CK161 Signature Teri Hobo Khaki Cerise Gold,IDR 3.200.000,,No discount,https://www.banananina.co.id/bags/shoulder-bags/ck161-signature-teri-hobo-khaki-cerise-gold-131892.html,https://media.banananina.id/catalog/product/0/1/01004303_d.jpg?v=d9b71bd141d081bb08028d6dadc1f7c0&updated=2024-12-05 01:56:59,https://media.banananina.id/catalog/product/0/0/001004303_m.jpg?v=d9b71bd141d081bb08028d6dadc1f7c0&updated=2024-12-05 01:56:59,ck161-signature-teri-hobo-khaki-cerise-gold-131892,BRAND NEW,"Made of coated canvas and leather. The bag features a zip closure that opens to fabric lining with one slip pocket, one zip pocket, removable shoulder strap, adjustable and removable long strap.",Made In Cambodia | Serial Number : CK161 | Gold-Tone Hardware | Zip Closure | Fabric Lining | One Zip Pocket | One Slip Pocket | One Zip Pocket at Back | Removable Shoulder Strap | Adjustable and Removable Long Strap | Coach Metal Logo Lettering,New With Tag | Completeness: Long Strap,images\shoulder\primary\CK161 Signature Teri Hobo Khaki Cerise Gold_primary.jpg,images\shoulder\hover\CK161 Signature Teri Hobo Khaki Cerise Gold_hover.jpg
TORY BURCH,Kira Medium Quilted Leather Tote Bag Black,IDR 9.500.000,,No discount,https://www.banananina.co.id/kira-medium-quilted-leather-tote-bag-black.html,https://media.banananina.id/catalog/product/0/1/01020297_d.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,https://media.banananina.id/catalog/product/0/1/01020297_m.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,kira-medium-quilted-leather-tote-bag-black,BRAND NEW,"Made of smooth leather. The bag features a magnetic closure that opens to suede lining with interior one zip pocket, two slip pockets.",Made in Vietnam | Style number 137260 0822 001 | Old brass english tone hardware | Smooth leather | Magnetic closure | Suede lining | Interior 1 zip pocket | Interior 2 slip pockets,New With Tag | Completeness: Dust Bag,images\shoulder\primary\Kira Medium Quilted Leather Tote Bag Black_primary.jpg,images\shoulder\hover\Kira Medium Quilted Leather Tote Bag Black_hover.jpg
MICHAEL KORS,Ginger Leather Large Shoulder Black,IDR 3.000.000,,No discount,https://www.banananina.co.id/bags/shoulder-bags/ginger-leather-large-shoulder-black-131797.html,https://media.banananina.id/catalog/product/0/0/00626266_d.jpg?v=5c7853221614ee1c35f7669b7c31d13b&updated=2024-12-03 10:13:37,https://media.banananina.id/catalog/product/0/0/00626266_m.jpg?v=5c7853221614ee1c35f7669b7c31d13b&updated=2024-12-03 10:13:37,ginger-leather-large-shoulder-black-131797,BRAND NEW,"Crafted of pebbled leather, it features an attached shoulder handle. A zipper opens to roomy compartment with polyester lining and several pockets.",Made in Indonesia | Style number 35S0GYJL3L | Gold tone hardware | Michael Kors metal logo lettering | 1 interior zip pocket | 2 interior slip pockets,New with Tag | Completeness: Care Card,images\shoulder\primary\Ginger Leather Large Shoulder Black_primary.jpg,images\shoulder\hover\Ginger Leather Large Shoulder Black_hover.jpg
MICHAEL KORS,Whitney Quilted Medium Shoulder Bag Light Berry Sorbet,IDR 2.300.000,,No discount,https://www.banananina.co.id/whitney-quilted-medium-shoulder-bag-light-berry-sorbet.html,https://media.banananina.id/catalog/product/0/1/01110488_d.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,https://media.banananina.id/catalog/product/0/1/01110488_m.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,whitney-quilted-medium-shoulder-bag-light-berry-sorbet,BRAND NEW,"Made of quilted lambskin leather with logo polyester lining interior. The bag features an open button magnetic flap closure, gold tone hardware, and one slip pocket.",Made in Vietnam | Style number : 35R4GWHL6U | Open button magnetic flap closure | Gold tone hardware,New with Tag | Completeness: Care Card,images\shoulder\primary\Whitney Quilted Medium Shoulder Bag Light Berry Sorbet_primary.jpg,images\shoulder\hover\Whitney Quilted Medium Shoulder Bag Light Berry Sorbet_hover.jpg
TORY BURCH,New Kira Chevron Convertible Shoulder Bag Black,IDR 10.000.000,,No discount,https://www.banananina.co.id/bags/shoulder-bags/new-kira-chevron-convertible-shoulder-bag-black-131745.html,https://media.banananina.id/catalog/product/0/0/001030907_d.jpg?v=5eb7a1c6bcf0d13923863418c4254c73&updated=2024-12-03 02:13:20,https://media.banananina.id/catalog/product/0/1/01030907_m.jpg?v=5eb7a1c6bcf0d13923863418c4254c73&updated=2024-12-03 02:13:20,new-kira-chevron-convertible-shoulder-bag-black-131745,BRAND NEW,"Craftde from smooth leather with fabric lining interior material. It features an open magnetic flap closure, gold antique brass tone hardware, 2 slip pockets, 1 center zip pocket, and 1 zip pocket.",Made in Vietnam | Style Number : 90446 0222 001 | Smooth leather | Magnetic snap closure | Adjustable metal chain strap | Leather shoulder guard for comfort. | 2 interior zipper pockets | May be carried as a shoulder bag or crossbody | old Brass Hardware,Brand new,images\shoulder\primary\New Kira Chevron Convertible Shoulder Bag Black_primary.jpg,images\shoulder\hover\New Kira Chevron Convertible Shoulder Bag Black_hover.jpg
KATE SPADE,Kayla Large Shoulder Bag Black,IDR 4.250.000,,No discount,https://www.banananina.co.id/kayla-large-shoulder-bag-black.html,https://media.banananina.id/catalog/product/0/1/01110419_d.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,https://media.banananina.id/catalog/product/0/1/01110419_m.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,kayla-large-shoulder-bag-black,BRAND NEW,Made of pebble leather. The bag features a zip closure that opens to two way script logo lining with interior one zip pocket.,Made in cambodia | Style number KK055 | Light gold tone hardware | Pebble leather | Zip closure | Two way script logo lining | Interior 1 zip pocket | Adjustable strap,New With Tag,images\shoulder\primary\Kayla Large Shoulder Bag Black_primary.jpg,images\shoulder\hover\Kayla Large Shoulder Bag Black_hover.jpg
COACH,CE650 Sprint Belt Bag 1941 Red,IDR 2.050.000,,No discount,https://www.banananina.co.id/bags/shoulder-bags/ce650-sprint-belt-bag-1941-red-131722.html,https://media.banananina.id/catalog/product/0/0/00911549_d2.jpg?v=508de7d06a240a09ecea027a7b8aa90c&updated=2024-12-03 01:37:35,https://media.banananina.id/catalog/product/0/0/00911549_m.jpg?v=508de7d06a240a09ecea027a7b8aa90c&updated=2024-12-03 01:37:35,ce650-sprint-belt-bag-1941-red-131722,BRAND NEW,"Made of pebble leather. The bag features a zip closure that opens to fabric lining with one zip compartment at front, adjustable strap",Made In India | Serial Number : CE650 | Gunmetal Tone Hardware | Pebble Leather Material | Zip Closure | Fabric Lining | One Zip Compartment at Front | Adjustable strap for wear at waist,New With Tag,images\shoulder\primary\CE650 Sprint Belt Bag 1941 Red_primary.jpg,images\shoulder\hover\CE650 Sprint Belt Bag 1941 Red_hover.jpg
COACH,CR153 Sophie Leather Bucket Bag Dark Stone,IDR 3.475.000,,No discount,https://www.banananina.co.id/bags/shoulder-bags/cr153-sophie-leather-bucket-bag-dark-stone-131656.html,https://media.banananina.id/catalog/product/0/1/01108198_d.jpg?v=f74681a4cb977bbfaacfd4db187f95b6&updated=2024-12-02 03:48:08,https://media.banananina.id/catalog/product/0/1/01108198_s.jpg?v=f74681a4cb977bbfaacfd4db187f95b6&updated=2024-12-02 03:48:08,cr153-sophie-leather-bucket-bag-dark-stone-131656,BRAND NEW,"Made of refined pebble leather. The bag features a magnetic closure that opens to fabric lining with one slip pocket, one zip pocket, Adjustable strap with 22 1/2 drop for shoulder or crossbody wear.",Made in Indonesia | Serial Number : CR153 | Gold-Tone Hardware | Magnetic Closure | Fabric Lining | Interior 1 Slip Pocket | Interior 1 Zip Pocket | Adjustable Strap with 22 1/2 Drop For Shoulder or Crossbody Wear | Coach Black Matte Logo Lettering,New With Tag,images\shoulder\primary\CR153 Sophie Leather Bucket Bag Dark Stone_primary.jpg,images\shoulder\hover\CR153 Sophie Leather Bucket Bag Dark Stone_hover.jpg
COACH,CC439 Luna Shoulder Bag Flower Pink,IDR 3.150.000,,No discount,https://www.banananina.co.id/bags/shoulder-bags/cc439-luna-shoulder-bag-flower-pink-131651.html,https://media.banananina.id/catalog/product/0/0/00971594_d.jpg?v=572eb8180b6e02c5ad52ed4997a79a00&updated=2024-11-29 10:12:45,https://media.banananina.id/catalog/product/0/0/00971594_m.jpg?v=572eb8180b6e02c5ad52ed4997a79a00&updated=2024-11-29 10:12:45,cc439-luna-shoulder-bag-flower-pink-131651,BRAND NEW,"Crafted from soft pebble leather with fabric lining. It features an open zip closure, silver tone hardware, and inside snap pocket.",Made In Vietnam | Style Number CC439 | Silver Tone Hardware | 1 Slip Pocket With Button Closure | Adjustable/Removable Shoulder Wear,New With Tag | Completeness: Shoulder Strap,images\shoulder\primary\CC439 Luna Shoulder Bag Flower Pink_primary.jpg,images\shoulder\hover\CC439 Luna Shoulder Bag Flower Pink_hover.jpg
MICHAEL KORS,Signature Lyra Small Bucket Shoulder Bag Brown,IDR 2.500.000,,No discount,https://www.banananina.co.id/signature-lyra-small-bucket-shoulder-bag-brown.html,https://media.banananina.id/catalog/product/0/1/01100754_d.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,https://media.banananina.id/catalog/product/0/1/01100754_m.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,signature-lyra-small-bucket-shoulder-bag-brown,,,,,images\shoulder\primary\Signature Lyra Small Bucket Shoulder Bag Brown_primary.jpg,images\shoulder\hover\Signature Lyra Small Bucket Shoulder Bag Brown_hover.jpg
COACH,CA177 Mollie Leather Bucket 22 Light Violet,IDR 3.300.000,,No discount,https://www.banananina.co.id/bags/shoulder-bags/ca177-mollie-leather-bucket-22-light-violet-131578.html,https://media.banananina.id/catalog/product/0/0/001108167_d.jpg?v=656bb6c0115ab368d80bdde43b4e36aa&updated=2024-11-29 02:31:30,https://media.banananina.id/catalog/product/0/1/01108167_m.jpg?v=656bb6c0115ab368d80bdde43b4e36aa&updated=2024-11-29 02:31:30,ca177-mollie-leather-bucket-22-light-violet-131578,BRAND NEW,"Crafted of pebble leather. It features a snap closure that opens 2 compartments, and it has a zip compartment, shoulder strap, and long strap.",Made in myanmar | Serial Number : CA177 | Silver tone hardware | Fabric lining | zipper compartment | Removable shoulder strap | Snap closure | Adjustable and removable long strap | Metal logo lettering at front,Brand new,images\shoulder\primary\CA177 Mollie Leather Bucket 22 Light Violet_primary.jpg,images\shoulder\hover\CA177 Mollie Leather Bucket 22 Light Violet_hover.jpg
MICHAEL KORS,Cece Medium Flap Leather Shoulder Bag Tea Rose,IDR 2.475.000,,No discount,https://www.banananina.co.id/bags/shoulder-bags/cece-medium-flap-leather-shoulder-bag-tea-rose.html,https://media.banananina.id/catalog/product/0/0/00997860_d.jpg?v=8538666ccd7da157edb1acbaec31c33c&updated=2024-11-28 10:06:46,https://media.banananina.id/catalog/product/0/0/00997860_m.jpg?v=8538666ccd7da157edb1acbaec31c33c&updated=2024-11-28 10:06:46,cece-medium-flap-leather-shoulder-bag-tea-rose,BRAND NEW,"Made of Leather. The bag features a turn lock closure that opens to polyester lining with one zip pocket, one slip pocket, exterior one slip pocket at back.",Made In Bangladesh | Serial Number : 35F2G0EF80 | Gold Tone Hardware | Polyester Lining | One Slip Pocket | One Zip Pocket | Exterior One Slip Pocket At Back,New With Tag,images\shoulder\primary\Cece Medium Flap Leather Shoulder Bag Tea Rose_primary.jpg,images\shoulder\hover\Cece Medium Flap Leather Shoulder Bag Tea Rose_hover.jpg
TORY BURCH,New Fleming Soft Small Convertible Shoulder Bag Black,IDR 10.000.000,,No discount,https://www.banananina.co.id/new-fleming-soft-small-convertible-shoulder-bag-black.html,https://media.banananina.id/catalog/product/0/0/00865082_d.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,https://media.banananina.id/catalog/product/0/0/00865082_m.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,new-fleming-soft-small-convertible-shoulder-bag-black,BRAND NEW,"The new Small Fleming Soft Convertible Shoulder Bag Is updated with dlamond pintucks in the softest leather. The feminine silhouette Is sealed with an oversized bombe Double T, so you can wear it short or long. It also features push lock closure.","Made in China | Style number 139060 0922 001 | Flap with magnetle snap closure | Convertible chaln and leather Interwoven strap with 56.5cm drop | 1 Interlor front silt pocket, 1 center compartment zIpper pocket",New With Tag,images\shoulder\primary\New Fleming Soft Small Convertible Shoulder Bag Black_primary.jpg,images\shoulder\hover\New Fleming Soft Small Convertible Shoulder Bag Black_hover.jpg
MICHAEL KORS,Greenwich Studded Medium Convertible Shoulder Merlot,IDR 3.150.000,,No discount,https://www.banananina.co.id/greenwich-studded-medium-convertible-shoulder-merlot.html,https://media.banananina.id/catalog/product/0/0/00948655_d.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,https://media.banananina.id/catalog/product/0/0/00948655_m.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,greenwich-studded-medium-convertible-shoulder-merlot,BRAND NEW,"Made of saffiano with studded accents and smooth leather. It features an push lock closure, 1 zip pocket, 1 slip pocket, 3 card slots, 1 front slip pocket, 1 slip pocket at back, adjustable/removable long strap, removable shoulder strap.",Made In Cambodia | Style Number : 30F2SGRL2L | Gold Tone Hardware | Flap Push-Lock Closure | Suede Lining | One Zip Pocket | One Slip Pocket | Three Card Slots | One Slip Pocket at Flap | One Slip Pocket at Back | Removable Shoulder Strap | Adjustable and Removable Long Strap,New With Tag | Completeness: Long Strap,images\shoulder\primary\Greenwich Studded Medium Convertible Shoulder Merlot_primary.jpg,images\shoulder\hover\Greenwich Studded Medium Convertible Shoulder Merlot_hover.jpg
MICHAEL KORS,Parker Suede Studded Medium Convertible Chain Shoulder Luggage,IDR 3.100.000,,No discount,https://www.banananina.co.id/parker-suede-studded-medium-convertible-chain-shoulder-luggage.html,https://media.banananina.id/catalog/product/0/0/00948600_d.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,https://media.banananina.id/catalog/product/0/0/00948600_m.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,parker-suede-studded-medium-convertible-chain-shoulder-luggage,BRAND NEW,"Made of suede with smooth leather and a logo polyester lining interior. It features an Flap push-lock closure, gold-tone hardware, 1 zip pocket, 1 slip pocket, and 1 rear exterior slip pocket, as well as stud accents.",Made in Vietnam | Style Number : 30F2G7PS6S | Gold Tone Hardware | Flap Push-Lock Closure | Polyester Lining | One Slip Pocket | One Zip Pocket | One Slip Pocket at Back,New With Tag,images\shoulder\primary\Parker Suede Studded Medium Convertible Chain Shoulder Luggage_primary.jpg,images\shoulder\hover\Parker Suede Studded Medium Convertible Chain Shoulder Luggage_hover.jpg
COACH,CO996 Aria Leather Shoulder Bag Cornflower,IDR 3.375.000,,No discount,https://www.banananina.co.id/bags/shoulder-bags/co996-aria-leather-shoulder-bag-cornflower-131420.html,https://media.banananina.id/catalog/product/0/0/001107754_d.jpg?v=7bc3145d26713e75af3366c0b56b4381&updated=2024-11-26 02:06:13,https://media.banananina.id/catalog/product/0/1/01107754_m.jpg?v=7bc3145d26713e75af3366c0b56b4381&updated=2024-11-26 02:06:13,co996-aria-leather-shoulder-bag-cornflower-131420,BRAND NEW,"Made of pebble leather. The bag features a zip closure that opens to fabric lining with one slip pocket, removable shoulder strap, adjustable/removable long strap.",Made in Cambodia | Serial Number CO996 | Gold Tone Hardware | Zip Closure | Fabric Lining | Interior 1 Slip Pocket | Removable Shoulder Strap | Adjustable/Removable Strap | Coach Metal Logo Lettering,New With Tag,images\shoulder\primary\CO996 Aria Leather Shoulder Bag Cornflower_primary.jpg,images\shoulder\hover\CO996 Aria Leather Shoulder Bag Cornflower_hover.jpg
COACH,CR282 Aria Leather Shoulder Bag Light Violet,IDR 3.200.000,,No discount,https://www.banananina.co.id/bags/shoulder-bags/cr282-aria-leather-shoulder-bag-light-violet-131417.html,https://media.banananina.id/catalog/product/0/0/001068969_d.jpg?v=c6b8b2fc5b8fcef9a07b5452b98fd8f5&updated=2024-11-26 02:27:00,https://media.banananina.id/catalog/product/0/1/01068969_m.jpg?v=c6b8b2fc5b8fcef9a07b5452b98fd8f5&updated=2024-11-26 02:27:00,cr282-aria-leather-shoulder-bag-light-violet-131417,BRAND NEW,Made of pebble leather. The bag features a zip closure that opens to fabric lining with interior one slip pocket.,Made in cambodia | Style number CR282 | Silver tone hardware | Pebble leather | Zip closure | Fabric lining | Interior 1 slip pocket | Adjustable and removable long strap | Coach metal logo lettering,New With Tag,images\shoulder\primary\CR282 Aria Leather Shoulder Bag Light Violet_primary.jpg,images\shoulder\hover\CR282 Aria Leather Shoulder Bag Light Violet_hover.jpg
MICHAEL KORS,Lyra Small Leather Pochette Navy,IDR 1.900.000,,No discount,https://www.banananina.co.id/lyra-small-leather-pochette-navy.html,https://media.banananina.id/catalog/product/0/1/01107716_d.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,https://media.banananina.id/catalog/product/0/1/01107716_m.jpg?v=02aba98ffebc7848559dbd36b6e7db46&updated=2024-12-08,lyra-small-leather-pochette-navy,BRAND NEW,"Made of smooth leather. The bag features a zip closure that opens to Polyester lining with one slip pocket, handle drop 18 cm.",Made In Vietnam | Serial Number : 35T4S1YC1L | Silver- Tone Hardware | Zip Closure | Polyester Lining | One Slip Pocket | Handle Drop 18 cm,New With Tag,images\shoulder\primary\Lyra Small Leather Pochette Navy_primary.jpg,images\shoulder\hover\Lyra Small Leather Pochette Navy_hover.jpg
